period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2024-12-31,5193709267.0,3935484579.0,1258224688.0,240620863.0,4066680000.0,3510345526.0,
2023-12-31,2959408141.0,1924471656.0,1034936485.0,154049434.0,2297389121.0,1778750124.0,
2022-12-31,2261817330.0,1702068881.0,559748449.0,108302303.0,1693542302.0,1511427190.0,
