period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,5215800000.0,4315100000.0,900700000.0,1369700000.0,4356200000.0,4203300000.0,
2024-12-31,3971300000.0,3323800000.0,647500000.0,1041300000.0,3272600000.0,3258500000.0,
2023-12-31,3666000000.0,2954600000.0,711400000.0,692000000.0,2964700000.0,2907800000.0,
2022-12-31,3531400000.0,2840100000.0,691300000.0,511600000.0,2822700000.0,2793200000.0,
2021-12-31,,,,,,,
