period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-06-30,10327865642.0,4905691936.0,5422173706.0,3668754039.0,8383519311.0,4759004277.0,
2024-06-30,8386961675.0,3395456538.0,4991505137.0,3166276817.0,6762504233.0,3172132306.0,
2023-06-30,6686408414.0,2703144718.0,3983263696.0,2494425752.0,4936613028.0,2600631109.0,
2022-06-30,4646501897.0,1568548370.0,3077953527.0,1300219890.0,3716270053.0,1452371687.0,
2021-06-30,,,,,,,
