period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,91358685000.0,60768530000.0,30590155000.0,9523553000.0,54327968000.0,46313042000.0,
2024-12-31,72725003000.0,45308084000.0,27416919000.0,7420866000.0,42612870000.0,36435041000.0,
2023-12-31,42539512000.0,21383604000.0,21155908000.0,4504238000.0,19113677000.0,15513479000.0,
2022-12-31,34617566000.0,17156817000.0,17460749000.0,4098083000.0,15441999000.0,12866294000.0,
2021-12-31,,,,,,,
