period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,346711205000.0,312076349000.0,34634856000.0,76542327000.0,,,
2024-12-31,260467106000.0,237480399000.0,22986707000.0,111944291000.0,,,
2023-12-31,162254679000.0,147890231000.0,14364448000.0,58585266000.0,,,
2022-12-31,116827151000.0,107923352000.0,8903799000.0,24147064000.0,,,
2021-12-31,,,,,,,
