period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,14354312849.0,7362886177.0,6991426672.0,2696931000.0,9269858688.0,6640410961.0,
2024-12-31,14114273958.0,7002050320.0,7112223638.0,3264653000.0,9314510661.0,5439831072.0,
2023-12-31,10799951966.0,4549906158.0,6250045808.0,684977000.0,6889455854.0,3277549741.0,
2022-12-31,8818292984.0,4210429669.0,4607863315.0,283278000.0,5498288770.0,3101415493.0,
