period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-06-30,43595915000.0,26891519000.0,16704396000.0,181078000.0,37175461000.0,26526431000.0,
2024-06-30,32864916000.0,16695800000.0,16169116000.0,5902490000.0,25625734000.0,15959779000.0,
2023-06-30,26300761000.0,10184362000.0,16116399000.0,3220564000.0,17997458000.0,9495116000.0,
2022-06-30,26743664000.0,14311108000.0,12432556000.0,1260606000.0,16812368000.0,13617848000.0,
2021-06-30,,,,,,,
