period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2024-06-30,20492508818.0,4926104958.0,15566403860.0,2287940229.0,17039855389.0,4760633083.0,
2023-06-30,17816439452.0,8501890711.0,9314548741.0,1188751876.0,14948214516.0,7480501983.0,
2022-06-30,12985638550.0,5233702044.0,7751936506.0,807036313.0,10560368730.0,2073331355.0,
2021-06-30,9817751177.0,4564982132.0,5252769045.0,467779451.0,7385805886.0,763577089.0,
