period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-06-30,42219047998.0,10083996342.0,32135051656.0,,26401948379.0,6467099271.0,
2024-06-30,42329153379.0,9192423090.0,33136730289.0,,28356418381.0,4740794164.0,
2023-06-30,34715086686.0,7735183926.0,26979902760.0,,26210054681.0,5941844440.0,
2022-06-30,22372473861.0,22372473861.0,17806394611.0,,16633758989.0,4074130729.0,
2021-06-30,,45506.0,,625628485.0,,,
