period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2024-12-31,186878411000.0,147510446000.0,39367965000.0,42847357000.0,106775720000.0,126770022000.0,
2023-12-31,121911084000.0,94512045000.0,27399039000.0,28222210000.0,67789577000.0,81522425000.0,
2022-12-31,106101144000.0,83732560000.0,22368584000.0,24308035000.0,57490701000.0,70461402000.0,
2021-12-31,97386440988.0,79781953218.0,17604487770.0,29978831706.0,64200219171.0,47578418759.0,
