period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,33078566826.0,12246364586.0,20832202240.0,4654425179.0,22962282147.0,11693057903.0,
2024-12-31,34904566586.0,13863235995.0,21041330591.0,4122213329.0,23982227824.0,13268943941.0,
2023-12-31,23107991958.0,8937101927.0,14170890031.0,1799725616.0,15360460783.0,8142771728.0,
2022-12-31,19175133527.0,7919881078.0,11255252449.0,1419848056.0,12219850543.0,7069701828.0,
2021-12-31,,,,,,,
