period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2023-12-31,15814549378.0,7052451384.0,8762097994.0,,15722018282.0,5219505371.0,
2022-12-31,4853970174.0,4069894048.0,784076126.0,,4729743574.0,2058473374.0,
