period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,53023757000.0,29524416000.0,23499341000.0,8099432000.0,28358790000.0,13569711000.0,
2024-12-31,33747246000.0,21274006000.0,12473240000.0,3457280000.0,15895592000.0,8712264000.0,
2023-12-31,18285229712.0,7813268367.0,10471961345.0,3342531568.0,9191200778.0,3361449093.0,
2022-12-31,3375700634.0,3250579311.0,125121323.0,1844443226.0,2463486222.0,2722741719.0,
2021-12-31,,,,,,,
