period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,36213703819.0,33429683520.0,2784020299.0,920191502.0,32527116666.0,31732370276.0,
2024-12-31,28641557747.0,26610339201.0,2031218546.0,835857571.0,25474147877.0,25427088725.0,
2023-12-31,18549810926.0,17100691127.0,1449119799.0,1130726519.0,15937235453.0,15924257115.0,
2022-12-31,12863793230.0,11603916572.0,1259876658.0,541210495.0,10511454279.0,10470064850.0,
2021-12-31,,,,,,,
