period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,436222206712.0,278514065947.0,157708140765.0,44846514337.0,299192715801.0,219307954693.0,
2024-12-31,355173008042.0,225293194349.0,129879813693.0,44909587972.0,233712409018.0,170942094874.0,
2023-12-31,202034498021.0,163018723235.0,39015774786.0,8094269370.0,163783564267.0,116297981244.0,
2022-12-31,163377073786.0,126448742019.0,36928331767.0,6401899348.0,127232472166.0,104755829866.0,
2021-12-31,,,,,,,
