period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,59021210309.0,41378858653.0,17642351656.0,9435546381.0,37733718158.0,24358537198.0,
2024-12-31,50700395736.0,37564903731.0,13135492005.0,7351559512.0,32550547160.0,21104257180.0,
2023-12-31,39235978120.0,29270225444.0,9965752676.0,5164095956.0,25605040393.0,14003158483.0,
2022-12-31,28268585096.0,21456227027.0,6812358069.0,3059571435.0,18524168085.0,8720681588.0,
2021-12-31,,,,,,,
