period_end_date,total_assets,total_liabilities,total_equity,cash_and_equivalents,current_assets,current_liabilities,customer_deposits
2025-12-31,145892405000.0,122262000000.0,23630405000.0,48935118000.0,,,
2024-12-31,126897949000.0,105451832000.0,21446117000.0,46124429000.0,,,
2023-12-31,106177532000.0,91672766000.0,14504766000.0,43883011000.0,,,
2022-12-31,75365991000.0,65451843000.0,9914148000.0,26016474000.0,,,
