period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,80229809000.0,2880046000.0,12431128000.0,5889894000.0,6541234000.0,2.635,577055000.0,4287126000.0
2024-12-31,53969539000.0,2928121000.0,10514622000.0,5439393000.0,5075229000.0,2.609,484619000.0,2882401000.0
2023-12-31,28317230000.0,1890727000.0,6884540000.0,3177084000.0,3707456000.0,1.682,330691000.0,1296592000.0
2022-12-31,29789079000.0,9984958000.0,8112934000.0,3954624000.0,4158310000.0,9.175,166751000.0,890717000.0
2021-12-31,,,,,,,,
