period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2024-12-31,35137934000.0,4253970000.0,23382112000.0,17822766000.0,5559346000.0,2.84,,15310258000.0
2023-12-31,21559131000.0,2494010000.0,14773686000.0,11476318000.0,3297368000.0,1.52,,8867099000.0
2022-12-31,13635179000.0,1802815000.0,8552191000.0,6159657000.0,2392534000.0,1.260419,,5698005000.0
2021-12-31,8039319030.0,1553001713.0,4907550603.0,3652738881.0,1254811722.0,1.046667,,1831314272.0
