period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,62495144197.0,14383890306.0,20855400384.0,16919304035.0,3936096349.0,6.98,4230014157.0,3820375054.0
2024-12-31,42670283288.0,9025066065.0,14002196445.0,10597937709.0,3404258736.0,4.38,1572121295.0,1274181253.0
2023-12-31,28431400530.0,3313340711.0,8637331692.0,6240097762.0,2397233930.0,1.46,494379546.0,1339662765.0
2022-12-31,19870450770.0,2304506654.0,6238644770.0,4788924349.0,1449720421.0,1.01,153522969.0,817100008.0
2021-12-31,,,,,,,,
