period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,5049800000.0,194800000.0,461500000.0,255900000.0,205600000.0,1.77,32700000.0,91800000.0
2024-12-31,3254900000.0,118000000.0,302900000.0,105100000.0,197800000.0,1.07,21900000.0,75800000.0
2023-12-31,3367500000.0,158600000.0,267800000.0,72200000.0,195600000.0,1.4,13900000.0,51400000.0
2022-12-31,4177300000.0,113500000.0,346900000.0,149600000.0,197300000.0,0.97,7600000.0,40300000.0
