period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2023-12-31,15620830930.0,7808811008.0,12215259356.0,,,1.95,,358892372.0
2022-12-31,1999306482.0,603239981.0,1204893646.0,,,0.15,,227949537.0
