period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-06-30,,,,,,24.69234,,
2024-06-30,32815674548.0,9324234387.0,12634914483.0,12103950834.0,530963649.0,22.631637,150972339.0,248016681.0
2023-06-30,22045926622.0,3691336550.0,7043195299.0,6688390764.0,354804535.0,8.959555,78749107.0,296301141.0
2022-06-30,10.0,2501439386.0,3518085183.0,,,6.071455,,21951181.0
2021-06-30,11368421367.0,28276405.0,-84938055.0,,,,,61901345.0
