period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,4096012746.0,298464697.0,1981543155.0,1045070861.0,936472294.0,,18805832.0,531270814.0
2024-12-31,2768688428.0,387366872.0,1283664014.0,699105838.0,584558176.0,0.1817,65852148.0,307210681.0
2023-12-31,1922350721.0,244859448.0,905915136.0,436453642.0,469461494.0,0.113249,62902521.0,191198659.0
2022-12-31,1483951426.0,245676087.0,720042896.0,335888774.0,384154122.0,0.117253,56732176.0,89066457.0
2021-12-31,,,,,,0.08257,,
