period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,29984446222.0,1909608115.0,6880884167.0,3527075182.0,3353808985.0,,111532236.0,1202777312.0
2024-12-31,24302616048.0,2735294169.0,7389699424.0,4606225963.0,2783473461.0,2.32,45198872.0,801963424.0
2023-12-31,15536190159.0,1020909888.0,3610129711.0,1817741814.0,1792387897.0,0.98,33980381.0,191095273.0
2022-12-31,11363960170.0,637721335.0,2905405626.0,1109975838.0,1795429788.0,0.504,32096244.0,103900600.0
2021-12-31,,,,,,0.56,,
