period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,14412587014.0,1138395000.0,2086952131.0,1247698983.0,839253148.0,,463499421.0,374823610.0
2024-12-31,14152609425.0,2539390000.0,3390953974.0,2668848277.0,722105697.0,2.86,508915843.0,283885234.0
2023-12-31,13191529700.0,2458697146.0,3761788425.0,3062325322.0,699463103.0,1.833334,343271142.0,134295166.0
2022-12-31,8657719057.0,1238078090.0,2108887276.0,1586007716.0,522879560.0,1.173333,85861873.0,64309163.0
2021-12-31,,,,,,0.416667,,
