period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-06-30,37622609782.0,1488520098.0,2495518363.0,1514756629.0,980761734.0,1.029326,417377530.0,4965217.0
2024-06-30,33767840080.0,1506006588.0,2622091616.0,1447917356.0,1174174260.0,1.11,350152390.0,1349805.0
2023-06-30,24208335757.0,1372046301.0,2314678969.0,1388998051.0,925680918.0,1.03,105105095.0,244665.0
2022-06-30,18219158695.0,1044447679.0,2330331071.0,1952820102.0,377510969.0,0.73,,141859.0
2021-06-30,,,,,,,,
