period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,6773084743.0,2405402468.0,3818825787.0,2514155135.0,1304670652.0,,178569421.0,31020565.0
2024-12-31,5209457706.0,1775989331.0,2787262126.0,1837419010.0,949843116.0,0.41,282745942.0,87333720.0
2023-12-31,3898604874.0,1257706102.0,2119905129.0,1220484427.0,899420702.0,0.326667,151848913.0,26660158.0
2022-12-31,2643977207.0,803924407.0,1365125789.0,852794697.0,512331092.0,0.213333,57995908.0,15587920.0
2021-12-31,,,,,,0.170667,,
