period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,12291650000.0,1347050000.0,3787962000.0,1472444000.0,2315518000.0,,589806000.0,
2024-12-31,7051425000.0,1702239000.0,2484297000.0,1380309000.0,1103988000.0,0.27544,349989000.0,
2023-12-31,1443129895.0,369221904.0,451350056.0,44542786.0,406807270.0,0.124392,434154691.0,47794407.0
2022-12-31,317026713.0,-268977359.0,-52456163.0,-342277774.0,289821611.0,-0.524224,57700242.0,24751133.0
2021-12-31,,,,,,-0.337636,,
