period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,281049081719.0,17330244990.0,40762108187.0,25573163731.0,15188944456.0,,1124869286.0,5858442026.0
2024-12-31,231981835577.0,17461358714.0,43898520903.0,28866854782.0,15031666121.0,7.22,708207230.0,7762991604.0
2023-12-31,152186247545.0,10115701777.0,29077288803.0,18361190991.0,10716097812.0,4.26,455375762.0,4943231073.0
2022-12-31,92167518911.0,5417667568.0,13523218092.0,7691160152.0,5832057940.0,2.3,177897184.0,1740384712.0
2021-12-31,,,,,,1.49,,
