period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,120662550000.0,82238852000.0,,,18345261000.0,18.25,211600177000.0,103900546000.0
2024-12-31,104061880000.0,55196394000.0,,,22142896000.0,14.854545,182735474000.0,91671252000.0
2023-12-31,59988240000.0,29634542000.0,,,16032380000.0,8.036364,104028379000.0,51098717000.0
2022-12-31,36424588000.0,16114388000.0,,,11415659000.0,4.390909,55723701000.0,24718803000.0
2021-12-31,,,,,,,,
