period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-12-31,76597057544.0,951983350.0,6449376902.0,3610059390.0,2839317512.0,,179702.0,2558614785.0
2024-12-31,55842453860.0,614562351.0,4396569550.0,2289082933.0,2107486617.0,0.49,204433.0,1686295503.0
2023-12-31,33949328681.0,213660634.0,2515088924.0,1175262801.0,1339826123.0,0.17,0.0,1043962683.0
2022-12-31,22264495100.0,172584866.0,1616795063.0,487052083.0,1129742980.0,0.13,,477087007.0
2021-12-31,,,,,,0.26,,
