period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2024-12-31,27070010004.0,3254945443.0,9330096386.0,5608892711.0,3721203675.0,1.12,530795665.0,278214718.0
2023-12-31,17414859785.0,1581511689.0,5507635295.0,3299009346.0,2208625949.0,0.534,255282927.0,118686129.0
2022-12-31,13525061411.0,1255848310.0,4486684533.0,2220282166.0,2266402367.0,0.42,70072217.0,134566260.0
2021-12-31,7717121214.0,824360337.0,2631171255.0,1283485822.0,1347685433.0,0.271,61052677.0,333244231.0
