period_end_date,revenue,net_income,gross_profit,operating_income,operating_expenses,eps_basic,interest_income,interest_expense
2025-06-30,22915657021.0,9352763248.0,10445249471.0,8162886025.0,,6.32,,45995317.0
2024-06-30,18527811974.0,13476733123.0,8335611749.0,6435990136.0,,9.14,,110284295.0
2023-06-30,21657256289.0,14020468793.0,12615836724.0,11199248133.0,,9.5,,70401373.0
2022-06-30,16330932653.0,9054139328.0,10628615660.0,,,7.175143,,12241548.0
