period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,-0.337636,20.866667,33547675648.0,,
2022-12-31,-0.8484,-2.1497,-0.0797,25.98,0.9048,-0.524224,,,,
2023-12-31,0.2558,0.0353,0.0202,0.75,2.7343,0.124392,,,,
2024-12-31,0.2414,0.1365,0.0504,1.71,1.8245,0.27544,,,,
2025-12-31,0.1096,0.0573,0.0254,1.26,2.0899,,,,,
