period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2022-12-31,0.1305,0.8,0.198,3.04,1.1205,0.173333,,3714434560.0,,
2023-12-31,0.1561,0.8702,0.3043,1.86,1.2916,0.333333,,,,
2024-12-31,0.1305,0.3559,0.0862,3.13,1.1585,0.173333,,,,
