period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,2.21348,3.368,52209426432.0,,
2022-12-31,0.3321,0.2467,0.0188,12.12,,2.696091,,,,
2023-12-31,0.4379,0.3252,0.0288,10.3,,3.775253,,,,
2024-12-31,0.5017,0.3919,0.0346,10.33,,14.02,,,,
2025-12-31,0.542,0.3635,0.0363,9.01,,,,,,
