period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-06-30,,,,,,,7.827586,11726820352.0,,
2022-06-30,0.0573,0.3393,0.2248,0.51,2.5588,0.73,,,,
2023-06-30,0.0567,0.3445,0.2052,0.68,1.8982,1.03,,,,
2024-06-30,0.0446,0.3017,0.1796,0.68,2.1318,1.11,,,,
2025-06-30,0.0396,0.2745,0.1441,0.9,1.7616,1.029326,,,,
