period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,0.1068,0.0859,0.0202,3.26,0.964,0.271,3.0849671,13498795008.0,,
2022-12-31,0.0929,0.1235,0.0254,3.87,0.9542,0.42,,,,
2023-12-31,0.0908,0.1349,0.0213,5.34,1.0342,0.534,,,,
2024-12-31,0.1202,0.2226,0.0264,7.44,0.9298,1.12,,,,
