period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,0.064875,9.216216,23232487424.0,,
2022-12-31,0.1053,0.0925,0.0374,1.48,1.3575,0.08,,,,
2023-12-31,0.2186,0.2062,0.0797,1.59,1.3425,0.18,,,,
2024-12-31,0.2916,0.3112,0.1212,1.57,1.3191,0.41,,,,
2025-12-31,0.334,0.3579,0.1354,1.64,1.3477,,,,,
