period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,,8.309456,119517921280.0,,
2022-12-31,0.116,0.0624,0.0141,3.42,1.2146,1.01,,,,
2023-12-31,0.1165,0.0849,0.0164,4.18,1.4083,1.46,,,,
2024-12-31,0.2115,0.0695,0.0254,1.73,1.3672,4.38,,,,
2025-12-31,0.2302,0.0912,0.033,1.77,1.3643,6.98,,,,
