period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,0.416667,31.011364,30946861056.0,,
2022-12-31,0.143,0.2687,0.1404,0.91,1.7728,1.173333,,,,
2023-12-31,0.1864,0.3934,0.2277,0.73,2.102,1.833334,,,,
2024-12-31,0.1794,0.357,0.1799,0.98,1.7123,2.86,,,,
2025-12-31,0.079,0.1628,0.0793,1.05,1.396,,,,,
