period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,1.19,8.281457,16634333184.0,,
2022-12-31,0.0636,0.0749,0.044,0.7,1.7285,2.06,,,,
2023-12-31,0.0985,0.1228,0.0753,0.63,1.8864,1.59,,,,
2024-12-31,0.0903,0.1042,0.0628,0.66,1.8074,2.72,,,,
2025-12-31,0.0822,0.1051,0.0662,0.59,1.9638,,,,,
