period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,,5.342205,15251275776.0,,
2022-12-31,0.3352,0.5719,0.2884,0.98,1.2002,9.175,,,,
2023-12-31,0.0668,0.0894,0.0444,1.01,1.2321,1.682,,,,
2024-12-31,0.0543,0.1068,0.0403,1.65,1.1696,2.609,,,,
2025-12-31,0.0359,0.0941,0.0315,1.99,1.1731,2.635,,,,
