period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-06-30,,,,,,,8.917431,73592594432.0,,
2022-06-30,0.5544,0.5085,0.4047,1.26,4.0828,7.175143,,,,
2023-06-30,0.6474,0.5197,0.4039,0.29,4.4111,9.5,,,,
2024-06-30,0.7274,0.4067,0.3184,0.28,5.9814,9.14,,,,
2025-06-30,0.4081,0.291,0.2215,0.31,4.0825,6.32,,,,
