period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,,2.7794743,55940739072.0,,
2022-12-31,0.2074,0.1985,0.077,1.58,0.6001,4.61,,,,
2023-12-31,0.2067,0.2302,0.078,1.95,0.5411,5.85,,,,
2024-12-31,0.1236,0.2198,0.051,3.31,0.48,4.79,,,,
2025-12-31,0.2114,0.3541,0.0999,2.55,0.5075,11.93,,,,
