period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,,,,,,0.08257,17.615385,4579999744.0,,
2022-12-31,0.1656,0.1613,0.0886,0.82,1.4878,0.117253,,,,
2023-12-31,0.1274,0.1379,0.0761,0.81,1.4736,0.113249,,,,
2024-12-31,0.1399,0.187,0.0898,1.08,1.4556,0.1817,,,,
2025-12-31,0.0729,0.1351,0.0559,1.42,1.1512,,,,,
