period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-12-31,0.1932,0.0882,0.0159,4.53,1.3494,1.046667,7.614841,30943492096.0,,
2022-12-31,0.1322,0.0806,0.017,3.74,0.8159,1.260419,,,,
2023-12-31,0.1157,0.091,0.0205,3.45,0.8315,1.52,,,,
2024-12-31,0.1211,0.1081,0.0228,3.75,0.8423,2.84,,,,
