period_end_date,net_margin,roe,roa,debt_to_equity,current_ratio,eps,pe_ratio,market_cap,dividend_yield,car_ratio
2021-06-30,0.0025,0.0054,0.0029,0.87,9.6726,,5.081361,42508128256.0,,
2022-06-30,250143938.6,0.3227,0.1926,0.68,5.0934,6.071455,,,,
2023-06-30,0.1674,0.3963,0.2072,0.91,1.9983,8.959555,,,,
2024-06-30,0.2841,0.599,0.455,0.32,3.5793,22.631637,,,,
2025-06-30,,,,,,24.69234,,,,
